Time,rnti,SFN,format,preamble,ta,nb_TB,MCSi_1,MCSi_2,TBS_1,TBS_2,nb_PRB,connection_id
1665756121558,65535,3605,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756121578,65535,3625,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756121598,65535,3645,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756121618,65535,3665,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756121633,65535,3680,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665756121638,65535,3685,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756121643,65535,3690,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665756121652,5,3699,2.0,0.0,0.0,1,0,-2,56,-2,2,1
1665756121653,65535,3700,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665756121658,65535,3705,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756121662,80,3709,2.0,51.0,6.0,1,2,-2,296,-2,7,4
1665756121663,65535,3710,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665756121677,80,3724,0.0,51.0,6.0,1,24,-2,520,-2,1,4
1665756121678,65535,3725,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756121693,80,3740,0.0,51.0,6.0,1,31,-2,520,-2,1,4
1665756121698,65535,3745,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756121717,80,3764,0.0,51.0,6.0,1,24,-2,520,-2,1,4
1665756121718,65535,3765,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756121737,80,3784,0.0,51.0,6.0,1,24,-2,520,-2,1,4
1665756121738,65535,3785,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756121753,80,3800,0.0,51.0,6.0,1,31,-2,520,-2,1,4
1665756121758,65535,3805,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756121761,80,3808,2.0,51.0,6.0,1,2,-2,72,-2,2,4
1665756121763,80,3810,2.0,51.0,6.0,1,2,-2,72,-2,2,4
1665756121764,80,3811,2.0,51.0,6.0,1,2,-2,32,-2,1,4
1665756121765,80,3812,2.0,51.0,6.0,1,2,-2,32,-2,1,4
1665756121777,80,3824,0.0,51.0,6.0,1,24,-2,520,-2,1,4
1665756121778,65535,3825,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756121785,80,3832,2.0,51.0,6.0,1,2,-2,296,-2,7,4
1665756121793,65535,3840,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665756121797,80,3844,0.0,51.0,6.0,1,13,-2,208,-2,1,4
1665756121798,65535,3845,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756121803,65535,3850,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665756121805,80,3852,2.0,51.0,6.0,1,5,-2,72,-2,1,4
1665756121805,80,3852,0.0,51.0,6.0,1,8,-2,120,-2,1,4
1665756121806,80,3853,0.0,51.0,6.0,1,8,-2,120,-2,1,4
1665756121807,80,3854,0.0,51.0,6.0,1,8,-2,120,-2,1,4
1665756121808,80,3855,0.0,51.0,6.0,1,8,-2,120,-2,1,4
1665756121809,80,3856,0.0,51.0,6.0,1,7,-2,104,-2,1,4
1665756121810,80,3857,0.0,51.0,6.0,1,8,-2,120,-2,1,4
1665756121811,80,3858,0.0,51.0,6.0,1,8,-2,120,-2,1,4
1665756121812,80,3859,0.0,51.0,6.0,1,8,-2,120,-2,1,4
1665756121813,65535,3860,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665756121818,65535,3865,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756121820,80,3867,2.0,51.0,6.0,1,7,-2,104,-2,1,4
1665756121823,65535,3870,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665756121838,65535,3885,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756121847,80,3894,2.0,51.0,6.0,1,28,-2,1480,-2,2,4
1665756121857,80,3904,0.0,51.0,6.0,1,24,-2,520,-2,1,4
1665756121858,65535,3905,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756121878,65535,3925,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756121881,80,3928,2.0,51.0,6.0,1,28,-2,712,-2,1,4
1665756121898,65535,3945,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756121918,65535,3965,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756121938,65535,3985,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756121953,65535,4000,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665756121958,65535,4005,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756121963,65535,4010,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665756121973,65535,4020,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665756121978,65535,4025,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756121983,65535,4030,2.0,0.0,0.0,1,6,-2,256,-2,6,3
1665756121998,65535,4045,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756122018,65535,4065,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756122038,65535,4085,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756122058,65535,4105,2.0,0.0,0.0,1,2,-2,144,-2,4,3
1665756122078,65535,4125,2.0,0.0,0.0,1,2,-2,144,-2,4,3
